vm_id,current_size,current_cost,recommended_size,new_cost,monthly_savings
vm-104627,Standard_D2s_v3,70.59,Standard_B2s,30.37,40.22
vm-100651,Standard_D2s_v3,70.59,Standard_B2s,30.37,40.22
vm-101482,Standard_D2s_v3,70.58,Standard_B2s,30.37,40.209999999999994
vm-100287,Standard_D2s_v3,70.57,Standard_B2s,30.37,40.19999999999999
vm-101414,Standard_D2s_v3,70.53,Standard_B1s,7.59,62.94
vm-100941,Standard_D2s_v3,70.51,Standard_B1s,7.59,62.92
vm-100306,Standard_D2s_v3,70.46,Standard_B2s,30.37,40.08999999999999
vm-104492,Standard_D2s_v3,70.46,Standard_B2s,30.37,40.08999999999999
vm-102695,Standard_D2s_v3,70.43,Standard_B2s,30.37,40.06
vm-103165,Standard_D2s_v3,70.42,Standard_B2s,30.37,40.05
vm-104909,Standard_D2s_v3,70.42,Standard_B2s,30.37,40.05
vm-102774,Standard_D2s_v3,70.41,Standard_B2s,30.37,40.03999999999999
vm-104121,Standard_D2s_v3,70.37,Standard_B2s,30.37,40.0
vm-101017,Standard_D2s_v3,70.37,Standard_B2s,30.37,40.0
vm-103549,Standard_D2s_v3,70.34,Standard_B2s,30.37,39.97
vm-104834,Standard_D2s_v3,70.33,Standard_B2s,30.37,39.959999999999994
vm-102855,Standard_D2s_v3,70.32,Standard_B2s,30.37,39.94999999999999
vm-104401,Standard_D2s_v3,70.31,Standard_B2s,30.37,39.94
vm-103840,Standard_D2s_v3,70.29,Standard_B2s,30.37,39.92
vm-104688,Standard_D2s_v3,70.28,Standard_B2s,30.37,39.91
vm-101542,Standard_D2s_v3,70.25,Standard_B2s,30.37,39.879999999999995
vm-101763,Standard_D2s_v3,70.24,Standard_B2s,30.37,39.86999999999999
vm-101179,Standard_D2s_v3,70.22,Standard_B2s,30.37,39.849999999999994
vm-102193,Standard_D2s_v3,70.21,Standard_B1s,7.59,62.61999999999999
vm-101931,Standard_D2s_v3,70.2,Standard_B2s,30.37,39.83
vm-100275,Standard_D2s_v3,70.19,Standard_B2s,30.37,39.81999999999999
vm-102967,Standard_D2s_v3,70.18,Standard_B2s,30.37,39.81
vm-100933,Standard_D2s_v3,70.18,Standard_B2s,30.37,39.81
vm-102597,Standard_D2s_v3,70.17,Standard_B2s,30.37,39.8
vm-101945,Standard_D2s_v3,70.17,Standard_B2s,30.37,39.8
vm-102141,Standard_D2s_v3,70.17,Standard_B2s,30.37,39.8
vm-100047,Standard_D2s_v3,70.16,Standard_B2s,30.37,39.78999999999999
vm-103762,Standard_D2s_v3,70.16,Standard_B2s,30.37,39.78999999999999
vm-104693,Standard_D2s_v3,70.15,Standard_B2s,30.37,39.78
vm-103592,Standard_D2s_v3,70.14,Standard_B2s,30.37,39.769999999999996
vm-102367,Standard_D2s_v3,70.12,Standard_B2s,30.37,39.75
vm-101609,Standard_D2s_v3,70.12,Standard_B2s,30.37,39.75
vm-100425,Standard_D2s_v3,70.08,Standard_B2s,30.37,39.709999999999994
vm-101131,Standard_D2s_v3,70.08,Standard_B2s,30.37,39.709999999999994
vm-103441,Standard_D2s_v3,70.01,Standard_B2s,30.37,39.64
vm-102414,Standard_D2s_v3,70.01,Standard_B1s,7.59,62.42
vm-104231,Standard_D2s_v3,69.99,Standard_B2s,30.37,39.61999999999999
vm-104110,Standard_D2s_v3,69.99,Standard_B2s,30.37,39.61999999999999
vm-104102,Standard_D2s_v3,69.99,Standard_B2s,30.37,39.61999999999999
vm-101877,Standard_D2s_v3,69.99,Standard_B2s,30.37,39.61999999999999
vm-101750,Standard_D2s_v3,69.97,Standard_B2s,30.37,39.599999999999994
vm-101656,Standard_D2s_v3,69.95,Standard_B2s,30.37,39.58
vm-101879,Standard_D2s_v3,69.93,Standard_B2s,30.37,39.56
vm-102009,Standard_D2s_v3,69.92,Standard_B2s,30.37,39.55
vm-101900,Standard_D2s_v3,69.92,Standard_B2s,30.37,39.55
vm-101373,Standard_D2s_v3,69.9,Standard_B2s,30.37,39.53
vm-102474,Standard_D2s_v3,69.87,Standard_B2s,30.37,39.5
vm-102737,Standard_D2s_v3,69.87,Standard_B2s,30.37,39.5
vm-100172,Standard_D2s_v3,69.83,Standard_B2s,30.37,39.459999999999994
vm-103935,Standard_D2s_v3,69.83,Standard_B2s,30.37,39.459999999999994
vm-104482,Standard_D2s_v3,69.77,Standard_B2s,30.37,39.39999999999999
vm-103327,Standard_D2s_v3,69.74,Standard_B2s,30.37,39.36999999999999
vm-102700,Standard_D2s_v3,69.73,Standard_B2s,30.37,39.36
vm-103039,Standard_D2s_v3,69.73,Standard_B2s,30.37,39.36
vm-101204,Standard_D2s_v3,69.71,Standard_B2s,30.37,39.33999999999999
vm-100700,Standard_D2s_v3,69.64,Standard_B2s,30.37,39.269999999999996
vm-100552,Standard_D2s_v3,69.63,Standard_B2s,30.37,39.25999999999999
vm-104570,Standard_D2s_v3,69.59,Standard_B2s,30.37,39.22
vm-102121,Standard_D2s_v3,69.59,Standard_B2s,30.37,39.22
vm-102545,Standard_D2s_v3,69.58,Standard_B2s,30.37,39.209999999999994
vm-102042,Standard_D2s_v3,69.58,Standard_B2s,30.37,39.209999999999994
vm-103796,Standard_D2s_v3,69.57,Standard_B2s,30.37,39.19999999999999
vm-104504,Standard_D2s_v3,69.56,Standard_B2s,30.37,39.19
vm-104696,Standard_D2s_v3,69.55,Standard_B2s,30.37,39.17999999999999
vm-103415,Standard_D2s_v3,69.52,Standard_B2s,30.37,39.14999999999999
vm-102556,Standard_D2s_v3,69.49,Standard_B2s,30.37,39.11999999999999
vm-101393,Standard_D2s_v3,69.47,Standard_B2s,30.37,39.099999999999994
vm-101792,Standard_D2s_v3,69.47,Standard_B2s,30.37,39.099999999999994
vm-102084,Standard_D2s_v3,69.46,Standard_B2s,30.37,39.08999999999999
vm-100231,Standard_D2s_v3,69.45,Standard_B2s,30.37,39.08
vm-101421,Standard_D2s_v3,69.4,Standard_B2s,30.37,39.03
vm-103195,Standard_D2s_v3,69.4,Standard_B2s,30.37,39.03
vm-101143,Standard_D2s_v3,69.39,Standard_B2s,30.37,39.019999999999996
vm-100136,Standard_D2s_v3,69.37,Standard_B1s,7.59,61.78
vm-100632,Standard_D2s_v3,69.34,Standard_B2s,30.37,38.97
vm-100210,Standard_D2s_v3,69.33,Standard_B2s,30.37,38.959999999999994
vm-104047,Standard_D2s_v3,69.26,Standard_B2s,30.37,38.89
vm-104139,Standard_D2s_v3,69.22,Standard_B2s,30.37,38.849999999999994
vm-104253,Standard_D2s_v3,69.18,Standard_B2s,30.37,38.81
vm-104374,Standard_D2s_v3,69.17,Standard_B2s,30.37,38.8
vm-100533,Standard_D2s_v3,69.17,Standard_B2s,30.37,38.8
vm-100858,Standard_D2s_v3,69.15,Standard_B2s,30.37,38.78
vm-100927,Standard_D2s_v3,69.07,Standard_B1s,7.59,61.47999999999999
vm-100048,Standard_D2s_v3,69.06,Standard_B2s,30.37,38.69
vm-100295,Standard_D2s_v3,69.03,Standard_B2s,30.37,38.66
vm-104829,Standard_D2s_v3,69.03,Standard_B2s,30.37,38.66
vm-104379,Standard_D2s_v3,69.02,Standard_B2s,30.37,38.64999999999999
vm-102592,Standard_D2s_v3,69.01,Standard_B2s,30.37,38.64
vm-104960,Standard_D2s_v3,68.97,Standard_B1s,7.59,61.379999999999995
vm-100633,Standard_D2s_v3,68.97,Standard_B2s,30.37,38.599999999999994
vm-100757,Standard_D2s_v3,68.94,Standard_B2s,30.37,38.56999999999999
vm-101825,Standard_D2s_v3,68.93,Standard_B1s,7.59,61.34
vm-102495,Standard_D2s_v3,68.93,Standard_B2s,30.37,38.56
vm-102593,Standard_D2s_v3,68.93,Standard_B2s,30.37,38.56
vm-102269,Standard_D2s_v3,68.93,Standard_B2s,30.37,38.56
vm-103163,Standard_D2s_v3,68.92,Standard_B2s,30.37,38.55
vm-103891,Standard_D2s_v3,68.92,Standard_B2s,30.37,38.55
vm-102132,Standard_D2s_v3,68.88,Standard_B2s,30.37,38.50999999999999
vm-102293,Standard_D2s_v3,68.87,Standard_B2s,30.37,38.5
vm-102256,Standard_D2s_v3,68.86,Standard_B2s,30.37,38.489999999999995
vm-103353,Standard_D2s_v3,68.85,Standard_B2s,30.37,38.47999999999999
vm-100187,Standard_D2s_v3,68.84,Standard_B2s,30.37,38.47
vm-103242,Standard_D2s_v3,68.84,Standard_B2s,30.37,38.47
vm-104697,Standard_D2s_v3,68.84,Standard_B2s,30.37,38.47
vm-103764,Standard_D2s_v3,68.83,Standard_B2s,30.37,38.459999999999994
vm-101699,Standard_D2s_v3,68.83,Standard_B1s,7.59,61.239999999999995
vm-100017,Standard_D2s_v3,68.78,Standard_B2s,30.37,38.41
vm-101627,Standard_D2s_v3,68.78,Standard_B2s,30.37,38.41
vm-104290,Standard_D2s_v3,68.78,Standard_B2s,30.37,38.41
vm-104501,Standard_D2s_v3,68.76,Standard_B2s,30.37,38.39
vm-104363,Standard_D2s_v3,68.75,Standard_B2s,30.37,38.379999999999995
vm-104212,Standard_D2s_v3,68.72,Standard_B2s,30.37,38.349999999999994
vm-102605,Standard_D2s_v3,68.7,Standard_B2s,30.37,38.33
vm-101789,Standard_D2s_v3,68.66,Standard_B2s,30.37,38.28999999999999
vm-102272,Standard_D2s_v3,68.65,Standard_B2s,30.37,38.28
vm-100095,Standard_D2s_v3,68.6,Standard_B2s,30.37,38.22999999999999
vm-103010,Standard_D2s_v3,68.58,Standard_B1s,7.59,60.989999999999995
vm-104391,Standard_D2s_v3,68.58,Standard_B2s,30.37,38.209999999999994
vm-103906,Standard_D2s_v3,68.58,Standard_B2s,30.37,38.209999999999994
vm-100673,Standard_D2s_v3,68.58,Standard_B2s,30.37,38.209999999999994
vm-104160,Standard_D2s_v3,68.58,Standard_B2s,30.37,38.209999999999994
vm-100636,Standard_D2s_v3,68.51,Standard_B2s,30.37,38.14
vm-101703,Standard_D2s_v3,68.48,Standard_B2s,30.37,38.11
vm-101987,Standard_D2s_v3,68.4,Standard_B2s,30.37,38.03
vm-101894,Standard_D2s_v3,68.38,Standard_B2s,30.37,38.00999999999999
vm-102048,Standard_D2s_v3,68.33,Standard_B2s,30.37,37.959999999999994
vm-103143,Standard_D2s_v3,68.32,Standard_B2s,30.37,37.94999999999999
vm-104660,Standard_D2s_v3,68.32,Standard_B2s,30.37,37.94999999999999
vm-101618,Standard_D2s_v3,68.31,Standard_B2s,30.37,37.94
vm-100402,Standard_D2s_v3,68.29,Standard_B2s,30.37,37.92
vm-100956,Standard_D2s_v3,68.26,Standard_B2s,30.37,37.89
vm-104555,Standard_D2s_v3,68.19,Standard_B2s,30.37,37.81999999999999
vm-103657,Standard_D2s_v3,68.19,Standard_B2s,30.37,37.81999999999999
vm-104534,Standard_D2s_v3,68.18,Standard_B1s,7.59,60.59
vm-102690,Standard_D2s_v3,68.15,Standard_B2s,30.37,37.78
vm-100968,Standard_D2s_v3,68.13,Standard_B2s,30.37,37.75999999999999
vm-102766,Standard_D2s_v3,68.11,Standard_B2s,30.37,37.739999999999995
vm-102093,Standard_D2s_v3,68.11,Standard_B2s,30.37,37.739999999999995
vm-104385,Standard_D2s_v3,68.1,Standard_B2s,30.37,37.72999999999999
vm-101726,Standard_D2s_v3,68.07,Standard_B2s,30.37,37.69999999999999
vm-102133,Standard_D2s_v3,68.04,Standard_B2s,30.37,37.67
vm-102221,Standard_D2s_v3,68.03,Standard_B2s,30.37,37.66
vm-103261,Standard_D2s_v3,68.02,Standard_B2s,30.37,37.64999999999999
vm-100685,Standard_D2s_v3,68.0,Standard_B2s,30.37,37.629999999999995
vm-103185,Standard_D2s_v3,67.98,Standard_B2s,30.37,37.61
vm-104292,Standard_D2s_v3,67.96,Standard_B2s,30.37,37.58999999999999
vm-104516,Standard_D2s_v3,67.93,Standard_B2s,30.37,37.56
vm-104415,Standard_D2s_v3,67.92,Standard_B2s,30.37,37.55
vm-103220,Standard_D2s_v3,67.9,Standard_B1s,7.59,60.31
vm-102373,Standard_F2s_v2,61.79,Standard_B1s,7.59,54.2
vm-104044,Standard_F2s_v2,61.77,Standard_B1s,7.59,54.18000000000001
vm-103850,Standard_F2s_v2,61.73,Standard_B2s,30.37,31.359999999999996
vm-100904,Standard_F2s_v2,61.73,Standard_B2s,30.37,31.359999999999996
vm-104340,Standard_F2s_v2,61.7,Standard_B1s,7.59,54.11
vm-100089,Standard_F2s_v2,61.69,Standard_B1s,7.59,54.099999999999994
vm-102687,Standard_F2s_v2,61.66,Standard_B1s,7.59,54.06999999999999
vm-103309,Standard_F2s_v2,61.62,Standard_B2s,30.37,31.249999999999996
vm-102057,Standard_F2s_v2,61.62,Standard_B2s,30.37,31.249999999999996
vm-100623,Standard_F2s_v2,61.62,Standard_B2s,30.37,31.249999999999996
vm-100713,Standard_F2s_v2,61.62,Standard_B2s,30.37,31.249999999999996
vm-101314,Standard_F2s_v2,61.61,Standard_B2s,30.37,31.24
vm-103529,Standard_F2s_v2,61.57,Standard_B2s,30.37,31.2
vm-100511,Standard_F2s_v2,61.57,Standard_B2s,30.37,31.2
vm-100246,Standard_F2s_v2,61.56,Standard_B2s,30.37,31.19
vm-101777,Standard_F2s_v2,61.52,Standard_B2s,30.37,31.150000000000002
vm-101842,Standard_F2s_v2,61.52,Standard_B2s,30.37,31.150000000000002
vm-104975,Standard_F2s_v2,61.51,Standard_B2s,30.37,31.139999999999997
vm-103086,Standard_F2s_v2,61.51,Standard_B1s,7.59,53.92
vm-104594,Standard_F2s_v2,61.49,Standard_B2s,30.37,31.12
vm-103046,Standard_F2s_v2,61.47,Standard_B2s,30.37,31.099999999999998
vm-104694,Standard_F2s_v2,61.46,Standard_B1s,7.59,53.870000000000005
vm-103149,Standard_F2s_v2,61.45,Standard_B2s,30.37,31.080000000000002
vm-103842,Standard_F2s_v2,61.45,Standard_B1s,7.59,53.86
vm-101489,Standard_F2s_v2,61.45,Standard_B2s,30.37,31.080000000000002
vm-103344,Standard_F2s_v2,61.44,Standard_B2s,30.37,31.069999999999997
vm-101770,Standard_F2s_v2,61.39,Standard_B1s,7.59,53.8
vm-104674,Standard_F2s_v2,61.38,Standard_B1s,7.59,53.790000000000006
vm-103381,Standard_F2s_v2,61.38,Standard_B2s,30.37,31.01
vm-101267,Standard_F2s_v2,61.38,Standard_B2s,30.37,31.01
vm-100674,Standard_F2s_v2,61.36,Standard_B1s,7.59,53.769999999999996
vm-101988,Standard_F2s_v2,61.36,Standard_B2s,30.37,30.99
vm-102158,Standard_F2s_v2,61.33,Standard_B1s,7.59,53.739999999999995
vm-103300,Standard_F2s_v2,61.29,Standard_B2s,30.37,30.919999999999998
vm-101704,Standard_F2s_v2,61.29,Standard_B2s,30.37,30.919999999999998
vm-104076,Standard_F2s_v2,61.24,Standard_B2s,30.37,30.87
vm-102573,Standard_F2s_v2,61.23,Standard_B1s,7.59,53.64
vm-102225,Standard_F2s_v2,61.22,Standard_B2s,30.37,30.849999999999998
vm-102363,Standard_F2s_v2,61.21,Standard_B2s,30.37,30.84
vm-103643,Standard_F2s_v2,61.21,Standard_B1s,7.59,53.620000000000005
vm-104042,Standard_F2s_v2,61.2,Standard_B1s,7.59,53.61
vm-104758,Standard_F2s_v2,61.18,Standard_B2s,30.37,30.81
vm-102077,Standard_F2s_v2,61.13,Standard_B2s,30.37,30.76
vm-104265,Standard_F2s_v2,61.07,Standard_B1s,7.59,53.480000000000004
vm-104458,Standard_F2s_v2,61.06,Standard_B1s,7.59,53.47
vm-102794,Standard_F2s_v2,61.06,Standard_B2s,30.37,30.69
vm-102050,Standard_F2s_v2,61.05,Standard_B1s,7.59,53.459999999999994
vm-100391,Standard_F2s_v2,61.04,Standard_B2s,30.37,30.669999999999998
vm-101739,Standard_F2s_v2,61.03,Standard_B2s,30.37,30.66
vm-104499,Standard_F2s_v2,61.03,Standard_B2s,30.37,30.66
vm-103866,Standard_F2s_v2,61.03,Standard_B2s,30.37,30.66
vm-102507,Standard_F2s_v2,61.02,Standard_B1s,7.59,53.43000000000001
vm-104576,Standard_F2s_v2,60.99,Standard_B2s,30.37,30.62
vm-100106,Standard_F2s_v2,60.99,Standard_B2s,30.37,30.62
vm-103979,Standard_F2s_v2,60.94,Standard_B2s,30.37,30.569999999999997
vm-102775,Standard_F2s_v2,60.87,Standard_B1s,7.59,53.28
vm-100835,Standard_F2s_v2,60.86,Standard_B2s,30.37,30.49
vm-102318,Standard_F2s_v2,60.84,Standard_B1s,7.59,53.25
vm-101733,Standard_F2s_v2,60.81,Standard_B2s,30.37,30.44
vm-102032,Standard_F2s_v2,60.81,Standard_B2s,30.37,30.44
vm-101760,Standard_F2s_v2,60.81,Standard_B2s,30.37,30.44
vm-102339,Standard_F2s_v2,60.79,Standard_B2s,30.37,30.419999999999998
vm-102763,Standard_F2s_v2,60.78,Standard_B2s,30.37,30.41
vm-104941,Standard_F2s_v2,60.77,Standard_B1s,7.59,53.18000000000001
vm-101341,Standard_F2s_v2,60.76,Standard_B2s,30.37,30.389999999999997
vm-104710,Standard_F2s_v2,60.76,Standard_B1s,7.59,53.17
vm-102259,Standard_F2s_v2,60.75,Standard_B2s,30.37,30.38
vm-102196,Standard_F2s_v2,60.74,Standard_B1s,7.59,53.150000000000006
vm-102648,Standard_F2s_v2,60.7,Standard_B1s,7.59,53.11
vm-100915,Standard_F2s_v2,60.7,Standard_B1s,7.59,53.11
vm-103153,Standard_F2s_v2,60.7,Standard_B2s,30.37,30.330000000000002
vm-103905,Standard_F2s_v2,60.68,Standard_B2s,30.37,30.31
vm-102887,Standard_F2s_v2,60.68,Standard_B1s,7.59,53.09
vm-102622,Standard_F2s_v2,60.67,Standard_B1s,7.59,53.08
vm-101207,Standard_F2s_v2,60.64,Standard_B2s,30.37,30.27
vm-104969,Standard_F2s_v2,60.63,Standard_B2s,30.37,30.26
vm-100097,Standard_F2s_v2,60.59,Standard_B1s,7.59,53.0
vm-102729,Standard_F2s_v2,60.58,Standard_B1s,7.59,52.989999999999995
vm-100738,Standard_F2s_v2,60.57,Standard_B2s,30.37,30.2
vm-100699,Standard_F2s_v2,60.55,Standard_B2s,30.37,30.179999999999996
vm-100125,Standard_F2s_v2,60.54,Standard_B2s,30.37,30.169999999999998
vm-100924,Standard_F2s_v2,60.53,Standard_B2s,30.37,30.16
vm-100343,Standard_F2s_v2,60.51,Standard_B2s,30.37,30.139999999999997
vm-103262,Standard_F2s_v2,60.46,Standard_B1s,7.59,52.870000000000005
vm-102378,Standard_F2s_v2,60.45,Standard_B2s,30.37,30.080000000000002
vm-103811,Standard_F2s_v2,60.43,Standard_B1s,7.59,52.84
vm-103665,Standard_F2s_v2,60.42,Standard_B1s,7.59,52.83
vm-100316,Standard_F2s_v2,60.42,Standard_B1s,7.59,52.83
vm-101919,Standard_F2s_v2,60.39,Standard_B2s,30.37,30.02
vm-100494,Standard_F2s_v2,60.36,Standard_B1s,7.59,52.769999999999996
vm-102202,Standard_F2s_v2,60.36,Standard_B1s,7.59,52.769999999999996
vm-102583,Standard_F2s_v2,60.35,Standard_B1s,7.59,52.760000000000005
vm-101687,Standard_F2s_v2,60.33,Standard_B2s,30.37,29.959999999999997
vm-103787,Standard_F2s_v2,60.32,Standard_B2s,30.37,29.95
vm-104723,Standard_F2s_v2,60.31,Standard_B2s,30.37,29.94
vm-104367,Standard_F2s_v2,60.29,Standard_B1s,7.59,52.7
vm-101237,Standard_F2s_v2,60.26,Standard_B2s,30.37,29.889999999999997
vm-101211,Standard_F2s_v2,60.25,Standard_B2s,30.37,29.88
vm-104117,Standard_F2s_v2,60.21,Standard_B2s,30.37,29.84
vm-102778,Standard_F2s_v2,60.2,Standard_B2s,30.37,29.830000000000002
vm-102723,Standard_F2s_v2,60.19,Standard_B2s,30.37,29.819999999999997
vm-101659,Standard_F2s_v2,60.19,Standard_B1s,7.59,52.599999999999994
vm-102082,Standard_F2s_v2,60.17,Standard_B2s,30.37,29.8
vm-100130,Standard_F2s_v2,60.17,Standard_B1s,7.59,52.58
vm-101376,Standard_F2s_v2,60.16,Standard_B1s,7.59,52.56999999999999
vm-102257,Standard_F2s_v2,60.14,Standard_B2s,30.37,29.77
vm-101497,Standard_F2s_v2,60.09,Standard_B2s,30.37,29.720000000000002
vm-102361,Standard_F2s_v2,60.08,Standard_B2s,30.37,29.709999999999997
vm-101138,Standard_F2s_v2,60.08,Standard_B1s,7.59,52.489999999999995
vm-100482,Standard_F2s_v2,60.08,Standard_B2s,30.37,29.709999999999997
vm-103995,Standard_F2s_v2,60.07,Standard_B2s,30.37,29.7
vm-104784,Standard_F2s_v2,60.06,Standard_B2s,30.37,29.69
vm-101620,Standard_F2s_v2,60.06,Standard_B1s,7.59,52.47
vm-102412,Standard_F2s_v2,60.05,Standard_B1s,7.59,52.459999999999994
vm-101405,Standard_F2s_v2,60.04,Standard_B2s,30.37,29.669999999999998
vm-104515,Standard_F2s_v2,59.97,Standard_B1s,7.59,52.379999999999995
vm-100691,Standard_F2s_v2,59.95,Standard_B1s,7.59,52.36
vm-102547,Standard_F2s_v2,59.93,Standard_B2s,30.37,29.56
vm-104257,Standard_F2s_v2,59.93,Standard_B2s,30.37,29.56
vm-103826,Standard_F2s_v2,59.93,Standard_B1s,7.59,52.34
vm-103241,Standard_F2s_v2,59.93,Standard_B1s,7.59,52.34
vm-101957,Standard_F2s_v2,59.91,Standard_B2s,30.37,29.539999999999996
vm-104612,Standard_F2s_v2,59.9,Standard_B2s,30.37,29.529999999999998
vm-102402,Standard_F2s_v2,59.89,Standard_B1s,7.59,52.3
vm-100605,Standard_F2s_v2,59.89,Standard_B1s,7.59,52.3
vm-102828,Standard_F2s_v2,59.87,Standard_B2s,30.37,29.499999999999996
vm-104718,Standard_F2s_v2,59.83,Standard_B1s,7.59,52.239999999999995
vm-100831,Standard_F2s_v2,59.81,Standard_B2s,30.37,29.44
vm-104020,Standard_F2s_v2,59.77,Standard_B1s,7.59,52.18000000000001
vm-103284,Standard_F2s_v2,59.77,Standard_B1s,7.59,52.18000000000001
vm-102015,Standard_F2s_v2,59.76,Standard_B2s,30.37,29.389999999999997
vm-102830,Standard_F2s_v2,59.75,Standard_B1s,7.59,52.16
vm-103247,Standard_F2s_v2,59.73,Standard_B2s,30.37,29.359999999999996
vm-100808,Standard_F2s_v2,59.72,Standard_B2s,30.37,29.349999999999998
vm-101914,Standard_F2s_v2,59.71,Standard_B2s,30.37,29.34
vm-101251,Standard_F2s_v2,59.71,Standard_B2s,30.37,29.34
vm-103031,Standard_F2s_v2,59.68,Standard_B1s,7.59,52.09
vm-102918,Standard_F2s_v2,59.64,Standard_B2s,30.37,29.27
vm-100457,Standard_F2s_v2,59.63,Standard_B2s,30.37,29.26
vm-101885,Standard_F2s_v2,59.62,Standard_B2s,30.37,29.249999999999996
vm-104298,Standard_F2s_v2,59.62,Standard_B1s,7.59,52.03
vm-103266,Standard_F2s_v2,59.61,Standard_B2s,30.37,29.24
vm-103893,Standard_F2s_v2,59.61,Standard_B1s,7.59,52.019999999999996
vm-104881,Standard_F2s_v2,59.6,Standard_B2s,30.37,29.23
vm-100397,Standard_F2s_v2,59.59,Standard_B2s,30.37,29.220000000000002
vm-103580,Standard_F2s_v2,59.55,Standard_B2s,30.37,29.179999999999996
vm-102731,Standard_F2s_v2,59.55,Standard_B2s,30.37,29.179999999999996
vm-104751,Standard_F2s_v2,59.54,Standard_B2s,30.37,29.169999999999998
vm-102468,Standard_F2s_v2,59.52,Standard_B2s,30.37,29.150000000000002
vm-104554,Standard_F2s_v2,59.48,Standard_B2s,30.37,29.109999999999996
vm-100490,Standard_F2s_v2,59.47,Standard_B2s,30.37,29.099999999999998
vm-104332,Standard_F2s_v2,59.46,Standard_B2s,30.37,29.09
vm-103900,Standard_F2s_v2,59.45,Standard_B2s,30.37,29.080000000000002
vm-100954,Standard_F2s_v2,59.42,Standard_B2s,30.37,29.05
vm-100635,Standard_F2s_v2,59.38,Standard_B2s,30.37,29.01
vm-104095,Standard_F2s_v2,59.38,Standard_B1s,7.59,51.790000000000006
vm-102864,Standard_F2s_v2,59.36,Standard_B2s,30.37,28.99
vm-101982,Standard_F2s_v2,59.36,Standard_B1s,7.59,51.769999999999996
vm-100580,Standard_F2s_v2,59.3,Standard_B1s,7.59,51.709999999999994
vm-101857,Standard_F2s_v2,59.29,Standard_B2s,30.37,28.919999999999998
vm-101085,Standard_F2s_v2,59.27,Standard_B2s,30.37,28.900000000000002
vm-100362,Standard_F2s_v2,59.27,Standard_B2s,30.37,28.900000000000002
vm-103563,Standard_F2s_v2,59.25,Standard_B1s,7.59,51.66
vm-104198,Standard_F2s_v2,59.24,Standard_B2s,30.37,28.87
vm-103875,Standard_F2s_v2,59.24,Standard_B2s,30.37,28.87
vm-101629,Standard_F2s_v2,59.23,Standard_B1s,7.59,51.64
vm-103489,Standard_F2s_v2,59.23,Standard_B2s,30.37,28.859999999999996
vm-100338,Standard_F2s_v2,59.23,Standard_B1s,7.59,51.64
vm-101255,Standard_F2s_v2,59.22,Standard_B2s,30.37,28.849999999999998
vm-103154,Standard_F2s_v2,59.21,Standard_B1s,7.59,51.620000000000005
vm-100626,Standard_F2s_v2,59.19,Standard_B2s,30.37,28.819999999999997
vm-103957,Standard_F2s_v2,59.19,Standard_B1s,7.59,51.599999999999994
vm-104930,Standard_F2s_v2,59.19,Standard_B2s,30.37,28.819999999999997
vm-102484,Standard_F2s_v2,59.18,Standard_B2s,30.37,28.81
vm-104511,Standard_F2s_v2,59.18,Standard_B2s,30.37,28.81
vm-103103,Standard_F2s_v2,59.17,Standard_B2s,30.37,28.8
vm-103669,Standard_F2s_v2,59.16,Standard_B2s,30.37,28.789999999999996
vm-101082,Standard_F2s_v2,59.15,Standard_B2s,30.37,28.779999999999998
vm-101588,Standard_F2s_v2,59.15,Standard_B2s,30.37,28.779999999999998
vm-101701,Standard_F2s_v2,59.12,Standard_B1s,7.59,51.53
vm-104007,Standard_F2s_v2,59.12,Standard_B2s,30.37,28.749999999999996
vm-100415,Standard_F2s_v2,59.12,Standard_B1s,7.59,51.53
vm-100788,Standard_F2s_v2,59.11,Standard_B1s,7.59,51.519999999999996
vm-102649,Standard_F2s_v2,59.09,Standard_B2s,30.37,28.720000000000002
vm-103036,Standard_F2s_v2,59.09,Standard_B1s,7.59,51.5
vm-104933,Standard_F2s_v2,59.08,Standard_B2s,30.37,28.709999999999997
vm-100873,Standard_F2s_v2,59.08,Standard_B2s,30.37,28.709999999999997
vm-104475,Standard_F2s_v2,59.04,Standard_B2s,30.37,28.669999999999998
vm-104101,Standard_F2s_v2,59.02,Standard_B2s,30.37,28.650000000000002
vm-102548,Standard_F2s_v2,59.0,Standard_B1s,7.59,51.41
vm-104711,Standard_F2s_v2,58.97,Standard_B2s,30.37,28.599999999999998
vm-103316,Standard_F2s_v2,58.96,Standard_B2s,30.37,28.59
vm-104306,Standard_F2s_v2,58.86,Standard_B2s,30.37,28.49
vm-102423,Standard_F2s_v2,58.86,Standard_B2s,30.37,28.49
vm-101961,Standard_F2s_v2,58.83,Standard_B1s,7.59,51.239999999999995
vm-100987,Standard_F2s_v2,58.82,Standard_B1s,7.59,51.230000000000004
vm-101569,Standard_F2s_v2,58.81,Standard_B2s,30.37,28.44
vm-102773,Standard_F2s_v2,58.81,Standard_B2s,30.37,28.44
vm-101357,Standard_F2s_v2,58.78,Standard_B2s,30.37,28.41
vm-103521,Standard_F2s_v2,58.77,Standard_B2s,30.37,28.400000000000002
vm-102693,Standard_F2s_v2,58.77,Standard_B1s,7.59,51.18000000000001
vm-103936,Standard_F2s_v2,58.77,Standard_B1s,7.59,51.18000000000001
vm-104662,Standard_F2s_v2,58.77,Standard_B2s,30.37,28.400000000000002
vm-104481,Standard_F2s_v2,58.76,Standard_B2s,30.37,28.389999999999997
