vm_id,cluster_id,cluster_vm_count,current_size,cpu_cores,ram_gb,monthly_cost_usd,avg_cpu_usage_percent,avg_ram_usage_percent,cluster_avg_cpu_percent,cluster_avg_ram_percent
vm-102373,cluster-7,98,Standard_F2s_v2,2,4,61.79,17.22,16.11,30.36265306,31.53826531
vm-102374,cluster-11,98,Standard_F4s_v2,4,8,107.72,14.7,15.46,30.00326531,31.15336735
vm-102375,cluster-31,111,Standard_D1s_v3,1,3,39.2,25.53,12.42,33.35711712,35.1618018
vm-102376,cluster-29,108,Standard_D1s_v3,1,3,40.79,5.8,21.46,29.33583333,30.73490741
vm-102377,cluster-13,119,Standard_D4s_v3,4,16,139.72,12.22,21.72,30.93142857,33.1905042
vm-102378,cluster-31,111,Standard_F2s_v2,2,4,60.45,25.95,18.35,33.35711712,35.1618018
vm-102379,cluster-2,111,Standard_D4s_v3,4,16,144.05,21.16,21.12,32.70495495,34.45828829
vm-102380,cluster-39,113,Standard_E4s_v3,4,32,201.3,48.69,80,28.6359292,30.87619469
vm-102381,cluster-15,99,Standard_F8s_v2,8,16,214.16,10.69,28.2,30.97131313,33.51333333
vm-102382,cluster-11,98,Standard_E8s_v3,8,64,393.16,39.47,30,30.00326531,31.15336735
vm-102383,cluster-34,89,Standard_F2s_v2,2,4,58.88,30.25,58.36,32.59314607,34.07651685
vm-102384,cluster-39,113,Standard_D1s_v3,1,3,39.92,24.97,19.41,28.6359292,30.87619469
vm-102385,cluster-4,102,Standard_E2s_v3,2,16,118.25,29.36,5.68,28.31901961,30.97411765
vm-102386,cluster-11,98,Standard_B2s,2,4,22.09,30.81,40.91,30.00326531,31.15336735
vm-102387,cluster-29,108,Standard_E2s_v3,2,16,118.23,25.41,29.63,29.33583333,30.73490741
vm-102388,cluster-2,111,Standard_DS3_v2,4,8,127.27,12.98,26.58,32.70495495,34.45828829
vm-102389,cluster-16,115,Standard_F4s_v2,4,8,107.64,25.74,6.42,32.42495652,35.61747826
vm-102390,cluster-39,113,Standard_B2s,2,4,21.73,24.39,22.98,28.6359292,30.87619469
vm-102391,cluster-13,119,Standard_D1s_v3,1,3,39.67,30,45.83,30.93142857,33.1905042
vm-102392,cluster-37,101,Standard_F2s_v2,2,4,58.71,27.58,16.81,30.84445545,32.48534653
vm-102393,cluster-17,106,Standard_B1s,1,1,8.1,20.31,22.29,32.69113208,34.37858491
vm-102394,cluster-21,95,Standard_DS4_v2,8,16,261.5,29.9,16.35,29.69989474,31.52484211
vm-102395,cluster-44,93,Standard_B2s,2,4,21.57,15.48,23.65,29.77021505,34.46806452
vm-102396,cluster-19,106,Standard_B1s,1,1,8.21,21.3,17.63,33.03849057,36.94792453
vm-102397,cluster-7,98,Standard_B1s,1,1,8.05,18.39,29.9,30.36265306,31.53826531
vm-102398,cluster-38,99,Standard_E2s_v3,2,16,121.34,31.46,55.97,34.45858586,37.30060606
vm-102399,cluster-8,92,Standard_E2s_v3,2,16,116.62,25.26,1,30.88869565,34.98445652
vm-102400,cluster-13,119,Standard_B2s,2,4,22.16,52.47,57.37,30.93142857,33.1905042
vm-102401,cluster-37,101,Standard_B1s,1,1,8.06,46.82,74.89,30.84445545,32.48534653
vm-102402,cluster-2,111,Standard_F2s_v2,2,4,59.89,27.09,16.25,32.70495495,34.45828829
vm-102403,cluster-41,98,Standard_D1s_v3,1,3,40.49,25.14,29.9,27.47755102,29.77244898
vm-102404,cluster-11,98,Standard_F4s_v2,4,8,112.07,18.47,29.9,30.00326531,31.15336735
vm-102405,cluster-24,102,Standard_E2s_v3,2,16,121.82,22.22,19.97,33.89843137,37.58088235
vm-102406,cluster-6,94,Standard_B2s,2,4,22.07,20.65,16.98,31.27457447,33.8856383
vm-102407,cluster-26,115,Standard_D1s_v3,1,3,40.04,16.65,13.91,31.49956522,33.43756522
vm-102408,cluster-7,98,Standard_M16ms,16,384,2976.48,21.51,25.93,30.36265306,31.53826531
vm-102409,cluster-39,113,Standard_F2s_v2,2,4,58.65,56.12,77.73,28.6359292,30.87619469
vm-102410,cluster-19,106,Standard_F4s_v2,4,8,107.99,13.01,10.48,33.03849057,36.94792453
vm-102411,cluster-6,94,Standard_B1s,1,1,7.9,15.3,25.46,31.27457447,33.8856383
vm-102412,cluster-43,99,Standard_F2s_v2,2,4,60.05,17.15,8.41,28.22444444,31.18787879
vm-102413,cluster-29,108,Standard_B1s,1,1,8.11,21.36,9.68,29.33583333,30.73490741
vm-102414,cluster-43,99,Standard_D2s_v3,2,8,70.01,26.56,5.56,28.22444444,31.18787879
vm-102415,cluster-39,113,Standard_M8ms,8,192,1527.13,22.39,13.36,28.6359292,30.87619469
vm-102416,cluster-2,111,Standard_B2s,2,4,22.56,30,67.04,32.70495495,34.45828829
vm-102417,cluster-19,106,Standard_B1s,1,1,7.96,6.16,17.42,33.03849057,36.94792453
vm-102418,cluster-4,102,Standard_B1s,1,1,7.93,84.77,84.82,28.31901961,30.97411765
vm-102419,cluster-6,94,Standard_B2s,2,4,22.56,22.34,9.52,31.27457447,33.8856383
vm-102420,cluster-49,103,Standard_B1s,1,1,7.99,21.51,15.81,30.55339806,35.20300971
vm-102421,cluster-37,101,Standard_B1s,1,1,7.94,18.19,29.9,30.84445545,32.48534653
vm-102422,cluster-28,99,Standard_B4ms,4,16,79.14,22.23,22.38,31.59616162,32.48343434
vm-102423,cluster-30,91,Standard_F2s_v2,2,4,58.86,7.24,18.22,30.92164835,31.86230769
vm-102424,cluster-7,98,Standard_D1s_v3,1,3,40.7,13.39,24.9,30.36265306,31.53826531
vm-102425,cluster-9,107,Standard_D8s_v3,8,32,277.86,13.72,25.95,28.79214953,31.77672897
vm-102426,cluster-25,102,Standard_B1s,1,1,7.83,17.49,29.9,29.09637255,30.62176471
vm-102427,cluster-33,116,Standard_M8ms,8,192,1498.02,21.27,14.23,28.79327586,30.84103448
vm-102428,cluster-1,98,Standard_D1s_v3,1,3,39.85,54.44,68.21,29.765,34.26387755
vm-102429,cluster-6,94,Standard_DS4_v2,8,16,257.24,88.13,77.64,31.27457447,33.8856383
vm-102430,cluster-18,114,Standard_E2s_v3,2,16,120.56,22.62,28.45,29.90236842,30.61052632
vm-102431,cluster-10,114,Standard_E4s_v3,4,32,202.53,9.54,15.7,28.53166667,32.41350877
vm-102432,cluster-28,99,Standard_D16s_v3,16,64,575.58,42.64,36.6,31.59616162,32.48343434
vm-102433,cluster-11,98,Standard_D1s_v3,1,3,40.49,6.23,10.15,30.00326531,31.15336735
vm-102434,cluster-33,116,Standard_M8ms,8,192,1481.22,39.37,33.46,28.79327586,30.84103448
vm-102435,cluster-1,98,Standard_B2s,2,4,22.06,10.06,22.73,29.765,34.26387755
vm-102436,cluster-13,119,Standard_B2s,2,4,22.24,18.32,29.25,30.93142857,33.1905042
vm-102437,cluster-37,101,Standard_B2s,2,4,21.47,17.34,13.73,30.84445545,32.48534653
vm-102438,cluster-20,87,Standard_D2s_v3,2,8,69.11,30,60.62,29.1954023,31.26563218
vm-102439,cluster-1,98,Standard_B1s,1,1,8,16.43,16,29.765,34.26387755
vm-102440,cluster-3,100,Standard_D2s_v3,2,8,70.64,13.15,21.08,29.0927,33.2273
vm-102441,cluster-18,114,Standard_D2s_v3,2,8,71.4,29.9,12.61,29.90236842,30.61052632
vm-102442,cluster-41,98,Standard_B4ms,4,16,80.25,10.84,16.04,27.47755102,29.77244898
vm-102443,cluster-14,84,Standard_E4s_v3,4,32,203.98,18.19,25.44,30.01452381,33.89202381
vm-102444,cluster-31,111,Standard_F2s_v2,2,4,60.53,46.39,74.36,33.35711712,35.1618018
vm-102445,cluster-27,85,Standard_D1s_v3,1,3,40.02,54.55,30,31.456,34.09611765
vm-102446,cluster-17,106,Standard_D1s_v3,1,3,39.04,13.09,29.9,32.69113208,34.37858491
vm-102447,cluster-46,84,Standard_D1s_v3,1,3,41.08,22.64,28.28,29.13321429,31.1272619
vm-102448,cluster-29,108,Standard_B1s,1,1,7.82,12.55,18.95,29.33583333,30.73490741
vm-102449,cluster-36,96,Standard_B2s,2,4,22.53,41.84,57.37,31.16125,32.08541667
vm-102450,cluster-37,101,Standard_D1s_v3,1,3,39.31,50.5,55.07,30.84445545,32.48534653
vm-102451,cluster-26,115,Standard_M8ms,8,192,1473.21,12.21,21.56,31.49956522,33.43756522
vm-102452,cluster-17,106,Standard_D2s_v3,2,8,68,58.16,37.01,32.69113208,34.37858491
vm-102453,cluster-22,97,Standard_B2s,2,4,22.36,13.06,18.34,29.02226804,31.79835052
vm-102454,cluster-25,102,Standard_E2s_v3,2,16,118.49,52.81,50.66,29.09637255,30.62176471
vm-102455,cluster-2,111,Standard_B1s,1,1,8.16,29.9,16.49,32.70495495,34.45828829
vm-102456,cluster-22,97,Standard_F2s_v2,2,4,58.62,85.4,80.89,29.02226804,31.79835052
vm-102457,cluster-5,100,Standard_E2s_v3,2,16,117.13,11.3,29.9,27.0222,31.858
vm-102458,cluster-4,102,Standard_D2s_v3,2,8,72.02,56.06,45.88,28.31901961,30.97411765
vm-102459,cluster-36,96,Standard_B2s,2,4,22.01,55.86,46.23,31.16125,32.08541667
vm-102460,cluster-6,94,Standard_M16ms,16,384,2958.35,12.76,20.8,31.27457447,33.8856383
vm-102461,cluster-21,95,Standard_DS4_v2,8,16,260.95,88.65,83.74,29.69989474,31.52484211
vm-102462,cluster-13,119,Standard_E2s_v3,2,16,121.21,15.55,11.32,30.93142857,33.1905042
vm-102463,cluster-37,101,Standard_E2s_v3,2,16,121.85,20.94,29.9,30.84445545,32.48534653
vm-102464,cluster-25,102,Standard_E2s_v3,2,16,121.11,33.68,35.17,29.09637255,30.62176471
vm-102465,cluster-26,115,Standard_D1s_v3,1,3,40.84,25.77,15.25,31.49956522,33.43756522
vm-102466,cluster-39,113,Standard_B2s,2,4,22.16,70,89.3,28.6359292,30.87619469
vm-102467,cluster-20,87,Standard_B1s,1,1,8.06,66.46,71.27,29.1954023,31.26563218
vm-102468,cluster-33,116,Standard_F2s_v2,2,4,59.52,15.99,22.41,28.79327586,30.84103448
vm-102469,cluster-14,84,Standard_D2s_v3,2,8,72.01,30,59.67,30.01452381,33.89202381
vm-102470,cluster-36,96,Standard_D1s_v3,1,3,40.91,16.47,6.36,31.16125,32.08541667
vm-102471,cluster-17,106,Standard_M8ms,8,192,1536.26,14.77,20.56,32.69113208,34.37858491
vm-102472,cluster-21,95,Standard_D8s_v3,8,32,272.42,45.23,41.46,29.69989474,31.52484211
vm-102473,cluster-46,84,Standard_DS3_v2,4,8,130.94,13.12,24.9,29.13321429,31.1272619
vm-102474,cluster-16,115,Standard_D2s_v3,2,8,69.87,19.7,21.47,32.42495652,35.61747826
vm-102475,cluster-46,84,Standard_F8s_v2,8,16,222.48,18.13,27.66,29.13321429,31.1272619
vm-102476,cluster-16,115,Standard_B1s,1,1,7.84,14.65,11.98,32.42495652,35.61747826
vm-102477,cluster-20,87,Standard_D4s_v3,4,16,139.81,24.87,13.03,29.1954023,31.26563218
vm-102478,cluster-29,108,Standard_B1s,1,1,7.85,7.78,8.89,29.33583333,30.73490741
vm-102479,cluster-28,99,Standard_D4s_v3,4,16,136.97,29.9,12.89,31.59616162,32.48343434
vm-102480,cluster-8,92,Standard_D1s_v3,1,3,41.08,17.63,23.51,30.88869565,34.98445652
vm-102481,cluster-24,102,Standard_DS4_v2,8,16,261.84,20.61,15.93,33.89843137,37.58088235
vm-102482,cluster-3,100,Standard_L8s,8,64,822.22,20.65,29.64,29.0927,33.2273
vm-102483,cluster-25,102,Standard_B1s,1,1,8.18,60.07,58.4,29.09637255,30.62176471
vm-102484,cluster-19,106,Standard_F2s_v2,2,4,59.18,19.44,29.9,33.03849057,36.94792453
vm-102485,cluster-33,116,Standard_D16s_v3,16,64,564.06,17.55,29.35,28.79327586,30.84103448
vm-102486,cluster-2,111,Standard_F2s_v2,2,4,60.71,44.94,37.54,32.70495495,34.45828829
vm-102487,cluster-15,99,Standard_F8s_v2,8,16,216.35,70,95.04,30.97131313,33.51333333
vm-102488,cluster-22,97,Standard_E2s_v3,2,16,118.01,58.4,34.11,29.02226804,31.79835052
vm-102489,cluster-10,114,Standard_B2s,2,4,22.62,27.08,29.9,28.53166667,32.41350877
vm-102490,cluster-18,114,Standard_D1s_v3,1,3,38.9,98,86.47,29.90236842,30.61052632
vm-102491,cluster-22,97,Standard_D1s_v3,1,3,39.63,44.75,69.62,29.02226804,31.79835052
vm-102492,cluster-46,84,Standard_B4ms,4,16,78.54,54.89,43.8,29.13321429,31.1272619
vm-102493,cluster-49,103,Standard_B2s,2,4,22.17,74.46,78.86,30.55339806,35.20300971
vm-102494,cluster-27,85,Standard_D2s_v3,2,8,68.63,38.26,65.49,31.456,34.09611765
vm-102495,cluster-13,119,Standard_D2s_v3,2,8,68.93,21.62,9.91,30.93142857,33.1905042
vm-102496,cluster-33,116,Standard_E2s_v3,2,16,123.3,50.11,64.59,28.79327586,30.84103448
vm-102497,cluster-5,100,Standard_F8s_v2,8,16,220.82,10.18,14.91,27.0222,31.858
vm-102498,cluster-26,115,Standard_D16s_v3,16,64,554.88,70,64.67,31.49956522,33.43756522
vm-102499,cluster-13,119,Standard_F2s_v2,2,4,61.16,48.55,80,30.93142857,33.1905042
vm-102500,cluster-27,85,Standard_E4s_v3,4,32,199.11,55.96,41.33,31.456,34.09611765
vm-102501,cluster-14,84,Standard_B4ms,4,16,80.82,70,53.2,30.01452381,33.89202381
vm-102502,cluster-24,102,Standard_E2s_v3,2,16,122.67,27.23,14.14,33.89843137,37.58088235
vm-102503,cluster-3,100,Standard_M8ms,8,192,1523.14,29.08,10.9,29.0927,33.2273
vm-102504,cluster-47,87,Standard_D1s_v3,1,3,39.06,14.06,11.67,29.85241379,31.44597701
vm-102505,cluster-49,103,Standard_B1s,1,1,8.05,26.92,23.46,30.55339806,35.20300971
vm-102506,cluster-30,91,Standard_F8s_v2,8,16,224.42,19.32,9.55,30.92164835,31.86230769
vm-102507,cluster-35,92,Standard_F2s_v2,2,4,61.02,24.1,15.86,30.91619565,31.5298913
vm-102508,cluster-48,103,Standard_E4s_v3,4,32,204.57,66.23,55.24,30.88825243,34.43262136
vm-102509,cluster-14,84,Standard_DS4_v2,8,16,255.08,8.97,29.9,30.01452381,33.89202381
vm-102510,cluster-12,107,Standard_B1s,1,1,8.09,12.83,25.24,28.98738318,31.40728972
vm-102511,cluster-28,99,Standard_DS4_v2,8,16,262.3,12.08,12.17,31.59616162,32.48343434
vm-102512,cluster-44,93,Standard_F2s_v2,2,4,59.76,74.09,98,29.77021505,34.46806452
vm-102513,cluster-29,108,Standard_D2s_v3,2,8,72.06,15.36,20.42,29.33583333,30.73490741
vm-102514,cluster-43,99,Standard_E2s_v3,2,16,120.65,73.94,82.38,28.22444444,31.18787879
vm-102515,cluster-17,106,Standard_E8s_v3,8,64,410.19,15.2,19.58,32.69113208,34.37858491
vm-102516,cluster-40,78,Standard_B1s,1,1,8.22,18.21,18.51,29.16679487,30.12717949
vm-102517,cluster-49,103,Standard_F2s_v2,2,4,58.2,35.58,37.43,30.55339806,35.20300971
vm-102518,cluster-21,95,Standard_F4s_v2,4,8,111.5,49.57,55.48,29.69989474,31.52484211
vm-102519,cluster-23,107,Standard_DS3_v2,4,8,130.31,57.85,42.64,29.45766355,30.96635514
vm-102520,cluster-20,87,Standard_DS3_v2,4,8,126.61,13.97,5.63,29.1954023,31.26563218
vm-102521,cluster-11,98,Standard_B1s,1,1,8.11,46.78,58.3,30.00326531,31.15336735
vm-102522,cluster-34,89,Standard_D1s_v3,1,3,38.84,26.18,29.84,32.59314607,34.07651685
vm-102523,cluster-10,114,Standard_B2s,2,4,21.4,27.24,20.83,28.53166667,32.41350877
vm-102524,cluster-10,114,Standard_D4s_v3,4,16,138.24,17.36,24.41,28.53166667,32.41350877
vm-102525,cluster-43,99,Standard_D1s_v3,1,3,39.94,27.86,21.19,28.22444444,31.18787879
vm-102526,cluster-6,94,Standard_D1s_v3,1,3,40.32,17.99,29.9,31.27457447,33.8856383
vm-102527,cluster-36,96,Standard_M8ms,8,192,1477.8,15.06,14.31,31.16125,32.08541667
vm-102528,cluster-24,102,Standard_B1s,1,1,7.78,12.08,29.9,33.89843137,37.58088235
vm-102529,cluster-12,107,Standard_D32s_v3,32,128,1123.73,30,48.54,28.98738318,31.40728972
vm-102530,cluster-43,99,Standard_F4s_v2,4,8,107.74,11.32,26.77,28.22444444,31.18787879
vm-102531,cluster-23,107,Standard_E4s_v3,4,32,196.67,20.36,15.91,29.45766355,30.96635514
vm-102532,cluster-27,85,Standard_D1s_v3,1,3,39.57,22.76,27.66,31.456,34.09611765
vm-102533,cluster-45,86,Standard_B1s,1,1,8.17,22.96,4.89,27.955,31.71430233
vm-102534,cluster-37,101,Standard_B4ms,4,16,79.4,13.76,18.74,30.84445545,32.48534653
vm-102535,cluster-6,94,Standard_E4s_v3,4,32,197.52,41.97,51.66,31.27457447,33.8856383
vm-102536,cluster-1,98,Standard_B4ms,4,16,78.3,23.13,19.19,29.765,34.26387755
vm-102537,cluster-6,94,Standard_B1s,1,1,7.77,10.82,11.28,31.27457447,33.8856383
vm-102538,cluster-50,99,Standard_B4ms,4,16,79.42,30,59.75,30.89232323,34.41474747
vm-102539,cluster-22,97,Standard_B4ms,4,16,78.69,11.9,29.9,29.02226804,31.79835052
vm-102540,cluster-41,98,Standard_F4s_v2,4,8,107.89,20.03,15.96,27.47755102,29.77244898
vm-102541,cluster-24,102,Standard_B4ms,4,16,77.79,43.52,39.1,33.89843137,37.58088235
vm-102542,cluster-25,102,Standard_E4s_v3,4,32,195.83,18.71,22.95,29.09637255,30.62176471
vm-102543,cluster-15,99,Standard_E2s_v3,2,16,118.97,19.85,10.09,30.97131313,33.51333333
vm-102544,cluster-26,115,Standard_B1s,1,1,7.97,80.02,91.07,31.49956522,33.43756522
vm-102545,cluster-8,92,Standard_D2s_v3,2,8,69.58,17.28,23.48,30.88869565,34.98445652
vm-102546,cluster-24,102,Standard_B1s,1,1,8.06,57.58,58.42,33.89843137,37.58088235
vm-102547,cluster-48,103,Standard_F2s_v2,2,4,59.93,11.46,29.9,30.88825243,34.43262136
vm-102548,cluster-38,99,Standard_F2s_v2,2,4,59,22.23,11.87,34.45858586,37.30060606
vm-102549,cluster-6,94,Standard_B1s,1,1,7.89,11.24,15.06,31.27457447,33.8856383
vm-102550,cluster-35,92,Standard_B2s,2,4,21.43,75.54,70,30.91619565,31.5298913
vm-102551,cluster-42,115,Standard_B1s,1,1,7.9,17.3,18.27,31.29747826,33.29347826
vm-102552,cluster-1,98,Standard_D4s_v3,4,16,138.19,42.17,35.79,29.765,34.26387755
vm-102553,cluster-46,84,Standard_L8s,8,64,783.82,16.45,22.35,29.13321429,31.1272619
vm-102554,cluster-36,96,Standard_B1s,1,1,8.22,29.9,26.16,31.16125,32.08541667
vm-102555,cluster-12,107,Standard_M8ms,8,192,1534.04,62.28,30,28.98738318,31.40728972
vm-102556,cluster-38,99,Standard_D2s_v3,2,8,69.49,10.76,18.9,34.45858586,37.30060606
vm-102557,cluster-11,98,Standard_D1s_v3,1,3,38.8,12.29,26.28,30.00326531,31.15336735
vm-102558,cluster-12,107,Standard_B1s,1,1,7.87,16.89,28.42,28.98738318,31.40728972
vm-102559,cluster-42,115,Standard_D2s_v3,2,8,68.72,34.49,37.99,31.29747826,33.29347826
vm-102560,cluster-50,99,Standard_D4s_v3,4,16,140.52,15.77,22.63,30.89232323,34.41474747
vm-102561,cluster-39,113,Standard_DS3_v2,4,8,129.2,54.96,53.19,28.6359292,30.87619469
vm-102562,cluster-7,98,Standard_B1s,1,1,8.1,49.43,54.86,30.36265306,31.53826531
vm-102563,cluster-11,98,Standard_B1s,1,1,8.01,21.01,29.9,30.00326531,31.15336735
vm-102564,cluster-36,96,Standard_B2s,2,4,21.61,13.4,16.24,31.16125,32.08541667
vm-102565,cluster-31,111,Standard_D1s_v3,1,3,39.41,28.45,15.04,33.35711712,35.1618018
vm-102566,cluster-33,116,Standard_D1s_v3,1,3,40.93,17.43,29.9,28.79327586,30.84103448
vm-102567,cluster-13,119,Standard_D1s_v3,1,3,39.03,41.61,30,30.93142857,33.1905042
vm-102568,cluster-18,114,Standard_D4s_v3,4,16,141.96,18.61,3.17,29.90236842,30.61052632
vm-102569,cluster-41,98,Standard_E8s_v3,8,64,403.16,37.84,40.42,27.47755102,29.77244898
vm-102570,cluster-24,102,Standard_B2s,2,4,22.44,40.67,30,33.89843137,37.58088235
vm-102571,cluster-9,107,Standard_D8s_v3,8,32,282.63,95.43,81.92,28.79214953,31.77672897
vm-102572,cluster-31,111,Standard_D1s_v3,1,3,38.96,21.69,29.27,33.35711712,35.1618018
vm-102573,cluster-41,98,Standard_F2s_v2,2,4,61.23,20.61,9.57,27.47755102,29.77244898
vm-102574,cluster-10,114,Standard_D1s_v3,1,3,38.99,5.43,29.73,28.53166667,32.41350877
vm-102575,cluster-2,111,Standard_E2s_v3,2,16,123.32,10.23,16.14,32.70495495,34.45828829
vm-102576,cluster-38,99,Standard_D16s_v3,16,64,557.85,56.75,62.66,34.45858586,37.30060606
vm-102577,cluster-15,99,Standard_E2s_v3,2,16,118.27,15.78,15.76,30.97131313,33.51333333
vm-102578,cluster-3,100,Standard_B2s,2,4,21.91,1,11.89,29.0927,33.2273
vm-102579,cluster-43,99,Standard_E2s_v3,2,16,118.55,48.89,49.96,28.22444444,31.18787879
vm-102580,cluster-31,111,Standard_B1s,1,1,7.98,8.4,24.86,33.35711712,35.1618018
vm-102581,cluster-6,94,Standard_DS4_v2,8,16,256.33,48.21,30,31.27457447,33.8856383
vm-102582,cluster-3,100,Standard_D2s_v3,2,8,69.9,41.09,36.23,29.0927,33.2273
vm-102583,cluster-11,98,Standard_F2s_v2,2,4,60.35,29.64,16.02,30.00326531,31.15336735
vm-102584,cluster-15,99,Standard_E2s_v3,2,16,121.93,76.25,81.4,30.97131313,33.51333333
vm-102585,cluster-45,86,Standard_E2s_v3,2,16,119.24,23.59,17.58,27.955,31.71430233
vm-102586,cluster-28,99,Standard_B1s,1,1,8.07,19.74,20.98,31.59616162,32.48343434
vm-102587,cluster-10,114,Standard_F4s_v2,4,8,110.29,28.6,4.45,28.53166667,32.41350877
vm-102588,cluster-38,99,Standard_D1s_v3,1,3,40.48,31.81,53.96,34.45858586,37.30060606
vm-102589,cluster-47,87,Standard_DS3_v2,4,8,132.11,11.81,22.3,29.85241379,31.44597701
vm-102590,cluster-50,99,Standard_E4s_v3,4,32,198.23,42.26,80,30.89232323,34.41474747
vm-102591,cluster-50,99,Standard_D4s_v3,4,16,138.73,8.32,19.68,30.89232323,34.41474747
vm-102592,cluster-7,98,Standard_D2s_v3,2,8,69.01,11.56,25.67,30.36265306,31.53826531
vm-102593,cluster-15,99,Standard_D2s_v3,2,8,68.93,12.99,24.43,30.97131313,33.51333333
vm-102594,cluster-18,114,Standard_B1s,1,1,7.86,63.22,63.81,29.90236842,30.61052632
vm-102595,cluster-18,114,Standard_D4s_v3,4,16,138.88,55.2,74.8,29.90236842,30.61052632
vm-102596,cluster-41,98,Standard_D1s_v3,1,3,39.98,29.9,5.95,27.47755102,29.77244898
vm-102597,cluster-24,102,Standard_D2s_v3,2,8,70.17,10.33,23.9,33.89843137,37.58088235
vm-102598,cluster-2,111,Standard_D1s_v3,1,3,39.93,30,30,32.70495495,34.45828829
vm-102599,cluster-40,78,Standard_B1s,1,1,8.06,18.69,20.95,29.16679487,30.12717949
vm-102600,cluster-20,87,Standard_E2s_v3,2,16,118.69,17.33,29.9,29.1954023,31.26563218
vm-102601,cluster-34,89,Standard_B1s,1,1,8.15,72.42,73.99,32.59314607,34.07651685
vm-102602,cluster-43,99,Standard_B4ms,4,16,78.17,8.25,29.84,28.22444444,31.18787879
vm-102603,cluster-26,115,Standard_D1s_v3,1,3,39.14,16.14,14.71,31.49956522,33.43756522
vm-102604,cluster-7,98,Standard_B1s,1,1,8.12,10.49,22.3,30.36265306,31.53826531
vm-102605,cluster-38,99,Standard_D2s_v3,2,8,68.7,22.53,15.11,34.45858586,37.30060606
vm-102606,cluster-30,91,Standard_B1s,1,1,8.04,11.53,29.81,30.92164835,31.86230769
vm-102607,cluster-42,115,Standard_D1s_v3,1,3,39.16,17.96,15.46,31.29747826,33.29347826
vm-102608,cluster-5,100,Standard_DS3_v2,4,8,129.51,9.94,19.65,27.0222,31.858
vm-102609,cluster-11,98,Standard_B1s,1,1,8.05,42.14,45.03,30.00326531,31.15336735
vm-102610,cluster-1,98,Standard_E4s_v3,4,32,202.25,44.48,56.12,29.765,34.26387755
vm-102611,cluster-34,89,Standard_B1s,1,1,7.79,43.41,80,32.59314607,34.07651685
vm-102612,cluster-1,98,Standard_D1s_v3,1,3,40.07,65.97,30,29.765,34.26387755
vm-102613,cluster-19,106,Standard_B4ms,4,16,80.27,7.99,7.64,33.03849057,36.94792453
vm-102614,cluster-2,111,Standard_D1s_v3,1,3,39.87,15.76,11.86,32.70495495,34.45828829
vm-102615,cluster-21,95,Standard_B1s,1,1,7.79,11.53,22.95,29.69989474,31.52484211
vm-102616,cluster-20,87,Standard_B2s,2,4,21.76,49.63,59.32,29.1954023,31.26563218
vm-102617,cluster-23,107,Standard_D1s_v3,1,3,40.5,10.12,20.11,29.45766355,30.96635514
vm-102618,cluster-21,95,Standard_E4s_v3,4,32,204.35,5.8,22.95,29.69989474,31.52484211
vm-102619,cluster-24,102,Standard_D1s_v3,1,3,40.59,52.35,61.25,33.89843137,37.58088235
vm-102620,cluster-4,102,Standard_D4s_v3,4,16,141.46,77.86,85.58,28.31901961,30.97411765
vm-102621,cluster-12,107,Standard_DS4_v2,8,16,259.71,17.42,29.9,28.98738318,31.40728972
vm-102622,cluster-22,97,Standard_F2s_v2,2,4,60.67,25.46,14.49,29.02226804,31.79835052
vm-102623,cluster-20,87,Standard_D8s_v3,8,32,272.82,2.53,9.29,29.1954023,31.26563218
vm-102624,cluster-18,114,Standard_B2s,2,4,21.89,18.09,18.3,29.90236842,30.61052632
vm-102625,cluster-1,98,Standard_M8ms,8,192,1539.3,19.43,29.9,29.765,34.26387755
vm-102626,cluster-30,91,Standard_B1s,1,1,8,85.74,73.77,30.92164835,31.86230769
vm-102627,cluster-33,116,Standard_F4s_v2,4,8,107.59,70.46,79.8,28.79327586,30.84103448
vm-102628,cluster-24,102,Standard_D2s_v3,2,8,71.94,71.22,90.79,33.89843137,37.58088235
vm-102629,cluster-14,84,Standard_B2s,2,4,21.75,16.82,19,30.01452381,33.89202381
vm-102630,cluster-36,96,Standard_E2s_v3,2,16,117.38,45.69,65.22,31.16125,32.08541667
vm-102631,cluster-5,100,Standard_DS3_v2,4,8,130.7,13.56,12.01,27.0222,31.858
vm-102632,cluster-11,98,Standard_B1s,1,1,8.06,26.32,13.55,30.00326531,31.15336735
vm-102633,cluster-24,102,Standard_D1s_v3,1,3,39.59,45.03,66.18,33.89843137,37.58088235
vm-102634,cluster-31,111,Standard_DS3_v2,4,8,126.79,60.77,45.45,33.35711712,35.1618018
vm-102635,cluster-13,119,Standard_F4s_v2,4,8,107.62,71.99,80.76,30.93142857,33.1905042
vm-102636,cluster-16,115,Standard_M8ms,8,192,1507.83,59.35,43.06,32.42495652,35.61747826
vm-102637,cluster-24,102,Standard_B4ms,4,16,81.54,20.25,29.9,33.89843137,37.58088235
vm-102638,cluster-13,119,Standard_L8s,8,64,804.51,14.6,23.83,30.93142857,33.1905042
vm-102639,cluster-24,102,Standard_DS3_v2,4,8,129.85,23.97,29.9,33.89843137,37.58088235
vm-102640,cluster-26,115,Standard_D1s_v3,1,3,39.43,19.76,26.23,31.49956522,33.43756522
vm-102641,cluster-2,111,Standard_B1s,1,1,7.96,23.26,7.97,32.70495495,34.45828829
